@relation test

@attribute place {Namburu,Kakani,Tadepalli,Amaravathi,KLU}
@attribute parameter {temperature,humidity,Rainfall,Pressure}
@attribute value numeric

@data
Tadepalli,humidity,37
Tadepalli,humidity,37
Tadepalli,humidity,37
Tadepalli,humidity,37
Tadepalli,temperature,37
Tadepalli,temperature,37
Tadepalli,temperature,37
Tadepalli,temperature,37
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Kakani,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,humidity,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Tadepalli,temperature,38
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Kakani,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,humidity,39
Tadepalli,temperature,39
Tadepalli,humidity,39
Tadepalli,temperature,39
Tadepalli,humidity,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,humidity,39
Tadepalli,temperature,39
Tadepalli,humidity,39
Tadepalli,humidity,39
Tadepalli,humidity,39
Tadepalli,humidity,39
Tadepalli,humidity,39
Tadepalli,humidity,39
Tadepalli,humidity,39
Tadepalli,humidity,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Tadepalli,temperature,39
Kakani,temperature,40
Kakani,temperature,40
Kakani,humidity,40
Kakani,temperature,40
Kakani,humidity,40
Kakani,temperature,40
Kakani,humidity,40
Kakani,temperature,40
Kakani,humidity,40
Kakani,temperature,40
Kakani,humidity,40
Kakani,temperature,40
Kakani,humidity,40
Kakani,temperature,40
Kakani,humidity,40
Kakani,temperature,40
Kakani,humidity,40
Kakani,temperature,40
Kakani,temperature,40
Kakani,humidity,40
Kakani,temperature,40
Kakani,humidity,40
Kakani,humidity,40
Kakani,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,humidity,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Tadepalli,temperature,40
Kakani,humidity,41
Kakani,humidity,41
Kakani,humidity,41
Kakani,humidity,41
Kakani,humidity,41
Kakani,humidity,41
Kakani,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,humidity,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,temperature,41
Tadepalli,humidity,41
Kakani,humidity,42
Tadepalli,humidity,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,temperature,42
Tadepalli,humidity,42
Tadepalli,humidity,42
Kakani,humidity,43
Kakani,humidity,43
Kakani,humidity,43
Kakani,humidity,43
Kakani,humidity,43
Kakani,humidity,43
Tadepalli,humidity,43
Tadepalli,humidity,43
Tadepalli,humidity,43
Tadepalli,humidity,43
Tadepalli,humidity,43
Tadepalli,humidity,43
Kakani,humidity,44
Kakani,humidity,44
Kakani,humidity,44
Kakani,humidity,44
Kakani,humidity,44
Kakani,humidity,44
Kakani,humidity,44
Kakani,humidity,44
Kakani,humidity,44
Kakani,humidity,44
Kakani,humidity,44
Kakani,humidity,44
Tadepalli,humidity,44
Tadepalli,humidity,44
Tadepalli,humidity,44
Tadepalli,humidity,44
Kakani,humidity,45
Kakani,humidity,45
Kakani,humidity,45
Kakani,humidity,45
Kakani,humidity,45
Tadepalli,humidity,45
Tadepalli,humidity,45
Tadepalli,humidity,45
Kakani,humidity,46
Kakani,humidity,46
Kakani,humidity,46
Tadepalli,humidity,46
Tadepalli,humidity,46
Tadepalli,humidity,46
Kakani,humidity,47
Kakani,humidity,47
Tadepalli,humidity,47
Tadepalli,humidity,47
Tadepalli,humidity,47
Tadepalli,humidity,47
Tadepalli,humidity,47
Tadepalli,humidity,47
Tadepalli,humidity,47
Tadepalli,humidity,47
Tadepalli,humidity,47
Kakani,humidity,48
Kakani,humidity,48
Kakani,humidity,48
Kakani,humidity,48
Kakani,humidity,48
Kakani,humidity,48
Kakani,humidity,48
Kakani,humidity,48
Kakani,humidity,48
Kakani,humidity,48
Kakani,humidity,48
Kakani,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Tadepalli,humidity,48
Kakani,humidity,49
Kakani,humidity,49
Kakani,humidity,49
Kakani,humidity,49
Kakani,humidity,49
Tadepalli,humidity,49
Tadepalli,humidity,49
Tadepalli,humidity,49
Tadepalli,humidity,49
Tadepalli,humidity,49
Tadepalli,humidity,49
Tadepalli,humidity,49
Kakani,humidity,50
Kakani,humidity,50
Kakani,humidity,50
Kakani,humidity,50
Tadepalli,humidity,50
Tadepalli,humidity,50
Tadepalli,humidity,50
Tadepalli,humidity,50
Tadepalli,humidity,50
Tadepalli,humidity,50
Kakani,humidity,51
Kakani,humidity,51
Kakani,humidity,51
Kakani,humidity,51
Kakani,humidity,51
Kakani,humidity,51
Kakani,humidity,51
Tadepalli,humidity,51
Tadepalli,humidity,51
Tadepalli,humidity,51
Kakani,humidity,52
Kakani,humidity,52
Kakani,humidity,52
Kakani,humidity,52
Kakani,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Namburu,humidity,52
Kakani,humidity,53
Kakani,humidity,53
Kakani,humidity,53
Kakani,humidity,53
Kakani,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Namburu,humidity,53
Kakani,humidity,54
Kakani,humidity,54
Kakani,humidity,54
Kakani,humidity,54
Kakani,humidity,54
Kakani,humidity,54
Tadepalli,humidity,54
Tadepalli,humidity,54
Tadepalli,humidity,54
Tadepalli,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Namburu,humidity,54
Amaravathi,humidity,55
Amaravathi,humidity,55
Amaravathi,humidity,55
Amaravathi,humidity,55
Kakani,humidity,55
Kakani,humidity,55
Kakani,humidity,55
Tadepalli,humidity,55
Tadepalli,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Namburu,humidity,55
Amaravathi,humidity,56
Amaravathi,humidity,56
Amaravathi,humidity,56
Amaravathi,humidity,56
Amaravathi,humidity,56
Amaravathi,humidity,56
Kakani,humidity,56
Kakani,humidity,56
Kakani,humidity,56
Namburu,humidity,56
Tadepalli,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Namburu,humidity,56
Amaravathi,humidity,57
Amaravathi,humidity,57
Amaravathi,humidity,57
Amaravathi,humidity,57
Amaravathi,humidity,57
Amaravathi,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Amaravathi,humidity,57
Amaravathi,humidity,57
Namburu,humidity,57
Kakani,humidity,57
Kakani,humidity,57
Amaravathi,humidity,57
Tadepalli,humidity,57
Tadepalli,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Namburu,humidity,57
Amaravathi,humidity,58
Amaravathi,humidity,58
Kakani,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Amaravathi,humidity,58
Namburu,humidity,58
Namburu,humidity,58
Namburu,humidity,58
Amaravathi,humidity,58
Namburu,humidity,58
Namburu,humidity,58
Amaravathi,humidity,58
Namburu,humidity,58
Amaravathi,humidity,58
Namburu,humidity,58
